timestamp_ms,mse,threshold,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
1700,0.214169,0.007862,-0.7785,0.0376,0.7794,0.0137,0.0303,0.0333,0.6241,0.0536,0.6264,1.2283
1964,0.208289,0.007862,-0.7785,0.0094,0.7785,0.0175,0.0267,0.0319,0.6052,0.0210,0.6056,1.0013
2233,0.202928,0.007862,-0.7737,0.0057,0.7737,0.0241,0.0300,0.0385,0.6179,0.0165,0.6181,1.0079
2502,0.207767,0.007862,-0.7767,0.0064,0.7767,0.0104,0.0430,0.0442,0.6031,0.0149,0.6033,1.0040
2777,0.206357,0.007862,-0.7775,0.0076,0.7776,0.0267,0.0138,0.0301,0.6116,0.0073,0.6117,0.9968
3047,0.208768,0.007862,-0.7787,0.0114,0.7787,0.0195,0.0130,0.0234,0.6058,0.0145,0.6059,0.9992
3311,0.209082,0.007862,-0.7792,0.0127,0.7793,0.0179,0.0191,0.0262,0.6051,0.0208,0.6055,1.0012
3574,0.206293,0.007862,-0.7770,0.0142,0.7771,0.0160,0.0408,0.0438,0.6121,0.0232,0.6125,1.0093
3831,0.210843,0.007862,-0.7810,0.0254,0.7814,0.0220,0.0302,0.0373,0.6033,0.0347,0.6043,1.0070
4095,0.200754,0.007862,-0.7677,0.0366,0.7686,0.0289,0.0230,0.0369,0.6263,0.0602,0.6292,1.0165
4351,0.206725,0.007862,-0.7744,0.0068,0.7745,0.0278,0.0155,0.0318,0.6037,0.0134,0.6039,1.0053
4625,0.207193,0.007862,-0.7787,0.0053,0.7787,0.0191,0.0109,0.0220,0.6106,0.0113,0.6107,1.0037
4893,0.207849,0.007862,-0.7766,0.0048,0.7766,0.0198,0.0110,0.0226,0.6042,0.0077,0.6042,0.9995
5162,0.207107,0.007862,-0.7784,0.0041,0.7784,0.0270,0.0112,0.0293,0.6087,0.0055,0.6088,0.9968
5422,0.207644,0.007862,-0.7778,0.0033,0.7778,0.0200,0.0096,0.0222,0.6069,0.0040,0.6069,0.9955
5692,0.207628,0.007862,-0.7784,0.0032,0.7784,0.0232,0.0090,0.0249,0.6072,0.0033,0.6072,0.9944
5952,0.207257,0.007862,-0.7780,0.0023,0.7780,0.0226,0.0061,0.0234,0.6079,0.0038,0.6079,0.9936
6212,0.207604,0.007862,-0.7778,0.0022,0.7778,0.0216,0.0054,0.0222,0.6064,0.0031,0.6064,0.9916
6476,0.207183,0.007862,-0.7778,0.0023,0.7778,0.0230,0.0024,0.0231,0.6076,0.0033,0.6076,0.9923
6741,0.207721,0.007862,-0.7784,0.0019,0.7784,0.0219,0.0018,0.0220,0.6065,0.0027,0.6065,0.9922
7003,0.207101,0.007862,-0.7782,0.0016,0.7782,0.0233,0.0014,0.0233,0.6084,0.0029,0.6084,0.9928
7271,0.207148,0.007862,-0.7779,0.0021,0.7779,0.0224,0.0021,0.0225,0.6081,0.0025,0.6081,0.9919
7532,0.207601,0.007862,-0.7787,0.0018,0.7787,0.0230,0.0025,0.0231,0.6075,0.0014,0.6075,0.9916
7795,0.207013,0.007862,-0.7772,0.0015,0.7772,0.0226,0.0019,0.0226,0.6073,0.0026,0.6073,0.9904
8050,0.207413,0.007862,-0.7782,0.0017,0.7782,0.0230,0.0018,0.0230,0.6073,0.0025,0.6073,0.9912
8319,0.206887,0.007862,-0.7773,0.0017,0.7773,0.0223,0.0021,0.0224,0.6082,0.0024,0.6082,0.9909
8584,0.207488,0.007862,-0.7783,0.0015,0.7783,0.0227,0.0017,0.0228,0.6070,0.0026,0.6070,0.9911
8854,0.207841,0.007862,-0.7778,0.0147,0.7779,0.0257,0.0078,0.0268,0.6093,0.0270,0.6099,1.0503
9124,0.208054,0.007862,-0.7795,0.0095,0.7796,0.0194,0.0105,0.0220,0.6098,0.0149,0.6099,1.0084
9397,0.206651,0.007862,-0.7753,0.0059,0.7753,0.0236,0.0178,0.0296,0.6065,0.0062,0.6066,0.9964
9666,0.207112,0.007862,-0.7771,0.0025,0.7771,0.0245,0.0076,0.0257,0.6066,0.0039,0.6066,0.9927
9936,0.206198,0.007862,-0.7778,0.0019,0.7778,0.0203,0.0108,0.0230,0.6121,0.0065,0.6122,0.9976
10217,0.207861,0.007862,-0.7771,0.0038,0.7771,0.0218,0.0102,0.0241,0.6043,0.0048,0.6043,0.9924
10485,0.206363,0.007862,-0.7766,0.0035,0.7766,0.0260,0.0075,0.0270,0.6088,0.0060,0.6088,0.9949
10742,0.206443,0.007862,-0.7775,0.0021,0.7775,0.0215,0.0068,0.0226,0.6106,0.0049,0.6107,0.9971
11009,0.207713,0.007862,-0.7773,0.0025,0.7773,0.0220,0.0068,0.0230,0.6049,0.0040,0.6049,0.9909
11273,0.207093,0.007862,-0.7782,0.0031,0.7782,0.0238,0.0050,0.0243,0.6087,0.0063,0.6087,0.9979
11542,0.204514,0.007862,-0.7736,0.0096,0.7737,0.0287,0.0141,0.0320,0.6122,0.0182,0.6124,1.0048
11807,0.211916,0.007862,-0.7837,0.0094,0.7838,0.0228,0.0217,0.0315,0.5998,0.0068,0.5999,0.9959
12082,0.208778,0.007862,-0.7781,0.0116,0.7782,0.0157,0.0259,0.0303,0.6041,0.0184,0.6044,1.0047
12346,0.204631,0.007862,-0.7746,0.0103,0.7747,0.0233,0.0220,0.0321,0.6150,0.0127,0.6151,0.9986
12612,0.208145,0.007862,-0.7782,0.0083,0.7783,0.0223,0.0173,0.0283,0.6059,0.0098,0.6060,0.9929
12876,0.209267,0.007862,-0.7799,0.0133,0.7800,0.0217,0.0116,0.0246,0.6058,0.0167,0.6060,0.9919
13141,0.208053,0.007862,-0.7778,0.0129,0.7779,0.0237,0.0131,0.0271,0.6066,0.0172,0.6069,0.9954
13411,0.207316,0.007862,-0.7767,0.0053,0.7767,0.0214,0.0116,0.0243,0.6062,0.0092,0.6063,0.9966
13674,0.207549,0.007862,-0.7794,0.0027,0.7794,0.0258,0.0108,0.0279,0.6083,0.0052,0.6083,0.9953
13930,0.207358,0.007862,-0.7772,0.0038,0.7772,0.0200,0.0103,0.0225,0.6068,0.0084,0.6068,0.9983
14192,0.207211,0.007862,-0.7778,0.0039,0.7778,0.0240,0.0088,0.0256,0.6081,0.0032,0.6081,0.9963
14462,0.208357,0.007862,-0.7795,0.0024,0.7795,0.0239,0.0053,0.0245,0.6054,0.0042,0.6054,0.9929
14723,0.207124,0.007862,-0.7779,0.0023,0.7779,0.0218,0.0029,0.0220,0.6084,0.0033,0.6084,0.9909
14992,0.207433,0.007862,-0.7790,0.0032,0.7790,0.0232,0.0041,0.0235,0.6085,0.0083,0.6086,0.9955
928,0.197064,0.007862,-0.7656,0.0035,0.7657,0.0306,0.0269,0.0407,0.6289,0.0082,0.6289,1.0028
1187,0.205655,0.007862,-0.7733,0.0089,0.7733,0.0212,0.0144,0.0256,0.6089,0.0095,0.6089,0.9959
1445,0.201936,0.007862,-0.7693,0.0103,0.7693,0.0294,0.0181,0.0346,0.6175,0.0047,0.6175,1.0037
1704,0.199974,0.007862,-0.7702,0.0061,0.7702,0.0262,0.0129,0.0292,0.6264,0.0082,0.6265,1.0020
1963,0.206145,0.007862,-0.7741,0.0062,0.7741,0.0218,0.0205,0.0299,0.6067,0.0091,0.6068,1.0018
2229,0.198809,0.007862,-0.7680,0.0030,0.7680,0.0275,0.0108,0.0296,0.6264,0.0051,0.6264,0.9977
2498,0.205285,0.007862,-0.7752,0.0024,0.7752,0.0269,0.0083,0.0281,0.6104,0.0050,0.6105,0.9942
2780,0.200859,0.007862,-0.7696,0.0030,0.7696,0.0287,0.0036,0.0289,0.6200,0.0032,0.6200,0.9982
3051,0.204354,0.007862,-0.7723,0.0021,0.7723,0.0230,0.0052,0.0236,0.6103,0.0044,0.6103,0.9906
3316,0.200843,0.007862,-0.7710,0.0029,0.7710,0.0283,0.0028,0.0285,0.6222,0.0060,0.6222,0.9991
3587,0.203299,0.007862,-0.7726,0.0023,0.7726,0.0294,0.0074,0.0304,0.6141,0.0029,0.6141,0.9915
3854,0.202452,0.007862,-0.7716,0.0030,0.7716,0.0208,0.0150,0.0256,0.6180,0.0055,0.6180,0.9979
4124,0.203378,0.007862,-0.7731,0.0019,0.7731,0.0259,0.0140,0.0295,0.6150,0.0052,0.6150,0.9938
4394,0.201870,0.007862,-0.7702,0.0047,0.7702,0.0277,0.0197,0.0340,0.6171,0.0055,0.6171,0.9939
4654,0.203731,0.007862,-0.7732,0.0044,0.7733,0.0217,0.0080,0.0231,0.6159,0.0046,0.6160,0.9972
4923,0.202223,0.007862,-0.7722,0.0022,0.7722,0.0286,0.0101,0.0303,0.6181,0.0047,0.6181,0.9981
925,0.204863,0.007862,-0.7761,0.0078,0.7761,0.0225,0.0060,0.0233,0.6158,0.0203,0.6161,1.0152
1185,0.201795,0.007862,-0.7729,0.0050,0.7729,0.0286,0.0077,0.0296,0.6217,0.0143,0.6218,1.0141
1446,0.204613,0.007862,-0.7712,0.0092,0.7713,0.0235,0.0101,0.0256,0.6095,0.0179,0.6098,1.0232
1709,0.204268,0.007862,-0.7739,0.0052,0.7739,0.0233,0.0133,0.0268,0.6141,0.0107,0.6142,1.0076
1966,0.204452,0.007862,-0.7745,0.0022,0.7745,0.0262,0.0109,0.0283,0.6129,0.0052,0.6129,0.9934
2235,0.203868,0.007862,-0.7735,0.0036,0.7735,0.0270,0.0070,0.0279,0.6142,0.0044,0.6142,0.9956
2495,0.203788,0.007862,-0.7735,0.0022,0.7735,0.0249,0.0058,0.0255,0.6146,0.0039,0.6146,0.9943
2771,0.203464,0.007862,-0.7731,0.0016,0.7731,0.0269,0.0059,0.0275,0.6146,0.0026,0.6146,0.9916
3041,0.203656,0.007862,-0.7722,0.0027,0.7722,0.0240,0.0049,0.0245,0.6133,0.0036,0.6133,0.9930
3309,0.203582,0.007862,-0.7732,0.0033,0.7732,0.0266,0.0043,0.0269,0.6145,0.0073,0.6145,0.9978
3576,0.204379,0.007862,-0.7753,0.0045,0.7753,0.0271,0.0066,0.0278,0.6149,0.0115,0.6150,1.0090
3833,0.203345,0.007862,-0.7724,0.0078,0.7724,0.0251,0.0130,0.0282,0.6167,0.0055,0.6167,1.0024
4100,0.205820,0.007862,-0.7750,0.0067,0.7750,0.0244,0.0080,0.0256,0.6097,0.0099,0.6098,1.0031
4367,0.202608,0.007862,-0.7716,0.0041,0.7716,0.0256,0.0049,0.0260,0.6169,0.0046,0.6169,0.9948
4635,0.205262,0.007862,-0.7751,0.0032,0.7751,0.0238,0.0081,0.0252,0.6113,0.0056,0.6113,0.9967
4908,0.202669,0.007862,-0.7723,0.0037,0.7724,0.0278,0.0071,0.0287,0.6169,0.0078,0.6170,0.9997
5166,0.204232,0.007862,-0.7735,0.0038,0.7735,0.0245,0.0035,0.0248,0.6128,0.0079,0.6129,1.0011
5434,0.204373,0.007862,-0.7725,0.0052,0.7726,0.0258,0.0032,0.0260,0.6106,0.0108,0.6107,1.0010
5695,0.204022,0.007862,-0.7765,0.0092,0.7765,0.0266,0.0058,0.0272,0.6200,0.0160,0.6202,1.0090
5955,0.204216,0.007862,-0.7759,0.0114,0.7760,0.0222,0.0144,0.0265,0.6223,0.0181,0.6226,1.0523
6215,0.207508,0.007862,-0.7761,0.0325,0.7768,0.0287,0.0240,0.0374,0.6134,0.0501,0.6154,1.0613
6479,0.209264,0.007862,-0.7726,0.0204,0.7729,0.0192,0.0201,0.0278,0.5963,0.0341,0.5973,1.0373
6744,0.210067,0.007862,-0.7835,0.0264,0.7839,0.0308,0.0194,0.0364,0.6128,0.0509,0.6149,1.0700
7011,0.210253,0.007862,-0.7725,0.0253,0.7729,0.0213,0.0319,0.0384,0.5931,0.0429,0.5946,1.0547
7278,0.209929,0.007862,-0.7863,0.0215,0.7866,0.0265,0.0356,0.0443,0.6157,0.0360,0.6168,1.0481
7542,0.209754,0.007862,-0.7747,0.0163,0.7748,0.0177,0.0353,0.0395,0.5953,0.0276,0.5960,1.0342
7809,0.208899,0.007862,-0.7835,0.0133,0.7836,0.0280,0.0325,0.0428,0.6116,0.0208,0.6120,1.0227
8076,0.208699,0.007862,-0.7761,0.0097,0.7762,0.0175,0.0289,0.0338,0.6000,0.0194,0.6003,1.0150
8353,0.209909,0.007862,-0.7833,0.0116,0.7833,0.0304,0.0281,0.0414,0.6063,0.0141,0.6065,1.0143
8619,0.209098,0.007862,-0.7788,0.0084,0.7788,0.0183,0.0187,0.0261,0.6038,0.0103,0.6039,1.0066
8887,0.207962,0.007862,-0.7794,0.0055,0.7795,0.0255,0.0171,0.0307,0.6075,0.0069,0.6075,1.0017
9158,0.209447,0.007862,-0.7786,0.0109,0.7787,0.0237,0.0069,0.0247,0.6014,0.0176,0.6017,1.0043
9428,0.209834,0.007862,-0.7804,0.0124,0.7805,0.0240,0.0124,0.0270,0.6046,0.0099,0.6047,1.0132
9695,0.209401,0.007862,-0.7820,0.0027,0.7820,0.0234,0.0116,0.0261,0.6054,0.0057,0.6054,0.9991
9953,0.207797,0.007862,-0.7760,0.0048,0.7760,0.0217,0.0091,0.0235,0.6030,0.0060,0.6030,0.9910
944,0.430540,0.007862,0.1033,0.0416,0.1114,-0.9765,0.0682,0.9789,0.1273,0.0431,0.1344,1.0944
1195,0.571064,0.007862,0.1508,0.0477,0.1581,-1.0974,0.2266,1.1205,0.0840,0.0676,0.1078,1.7237
1447,0.456509,0.007862,0.1980,0.0170,0.1987,-0.9977,0.0299,0.9982,0.1026,0.0253,0.1057,1.0839
1708,0.477155,0.007862,0.1682,0.0138,0.1688,-1.0007,0.0155,1.0008,0.0575,0.0236,0.0622,1.0458
1972,0.479314,0.007862,0.0431,0.0514,0.0671,-0.9386,0.0326,0.9392,-0.2558,0.2109,0.3315,1.1596
2237,0.504348,0.007862,0.0165,0.0044,0.0171,-0.8979,0.0263,0.8983,-0.4942,0.0842,0.5013,1.1310
2502,0.495886,0.007862,0.0194,0.0016,0.0195,-0.9015,0.0064,0.9015,-0.4416,0.0144,0.4419,1.0209
2768,0.495107,0.007862,0.0196,0.0020,0.0197,-0.8997,0.0047,0.8997,-0.4417,0.0069,0.4417,1.0183
3029,0.494739,0.007862,0.0178,0.0021,0.0179,-0.9001,0.0058,0.9001,-0.4381,0.0070,0.4382,1.0120
3298,0.495405,0.007862,0.0199,0.0023,0.0201,-0.9000,0.0041,0.9000,-0.4423,0.0046,0.4423,1.0127
3562,0.495399,0.007862,0.0188,0.0019,0.0189,-0.8999,0.0029,0.8999,-0.4423,0.0021,0.4423,1.0077
3827,0.495330,0.007862,0.0185,0.0020,0.0186,-0.8998,0.0022,0.8998,-0.4421,0.0026,0.4421,1.0074
4092,0.495082,0.007862,0.0211,0.0018,0.0212,-0.8990,0.0023,0.8990,-0.4426,0.0020,0.4426,1.0066
4360,0.495329,0.007862,0.0168,0.0021,0.0170,-0.8995,0.0015,0.8995,-0.4426,0.0027,0.4426,1.0061
4628,0.495180,0.007862,0.0197,0.0020,0.0198,-0.8992,0.0018,0.8992,-0.4425,0.0028,0.4425,1.0061
4903,0.494860,0.007862,0.0189,0.0031,0.0191,-0.8990,0.0059,0.8991,-0.4414,0.0030,0.4414,1.0109
797,0.495229,0.007862,0.0199,0.0023,0.0201,-0.8998,0.0039,0.8998,-0.4417,0.0027,0.4418,1.0089
1053,0.494772,0.007862,0.0188,0.0015,0.0189,-0.8989,0.0031,0.8990,-0.4410,0.0028,0.4410,1.0065
1315,0.495421,0.007862,0.0194,0.0013,0.0194,-0.9002,0.0023,0.9002,-0.4417,0.0021,0.4417,1.0069
1578,0.495282,0.007862,0.0192,0.0013,0.0192,-0.8997,0.0027,0.8997,-0.4423,0.0027,0.4423,1.0098
1850,0.494315,0.007862,0.0191,0.0017,0.0192,-0.8984,0.0072,0.8984,-0.4404,0.0045,0.4404,1.0167
2117,0.494703,0.007862,0.0192,0.0015,0.0193,-0.8989,0.0047,0.8990,-0.4410,0.0039,0.4410,1.0129
2373,0.494762,0.007862,0.0191,0.0013,0.0192,-0.8991,0.0015,0.8991,-0.4405,0.0017,0.4405,1.0045
2638,0.495396,0.007862,0.0188,0.0017,0.0189,-0.9002,0.0040,0.9002,-0.4419,0.0035,0.4419,1.0135
2904,0.494877,0.007862,0.0190,0.0016,0.0191,-0.8994,0.0040,0.8994,-0.4408,0.0025,0.4409,1.0107
3168,0.494329,0.007862,0.0194,0.0012,0.0195,-0.8984,0.0065,0.8984,-0.4405,0.0056,0.4406,1.0168
3439,0.495272,0.007862,0.0193,0.0017,0.0194,-0.9001,0.0061,0.9001,-0.4415,0.0031,0.4415,1.0113
3716,0.494637,0.007862,0.0193,0.0017,0.0194,-0.8986,0.0036,0.8986,-0.4412,0.0043,0.4412,1.0094
3973,0.494872,0.007862,0.0190,0.0016,0.0191,-0.8991,0.0031,0.8991,-0.4412,0.0030,0.4413,1.0082
4233,0.495454,0.007862,0.0193,0.0012,0.0193,-0.9005,0.0036,0.9005,-0.4415,0.0034,0.4415,1.0107
4493,0.494553,0.007862,0.0191,0.0014,0.0191,-0.8984,0.0024,0.8985,-0.4408,0.0024,0.4408,1.0053
4754,0.495030,0.007862,0.0199,0.0013,0.0200,-0.8995,0.0023,0.8995,-0.4413,0.0022,0.4413,1.0087
5013,0.494972,0.007862,0.0184,0.0012,0.0184,-0.8995,0.0024,0.8995,-0.4409,0.0029,0.4409,1.0099
5283,0.494930,0.007862,0.0192,0.0018,0.0193,-0.8995,0.0015,0.8995,-0.4404,0.0024,0.4404,1.0054
5552,0.495134,0.007862,0.0189,0.0017,0.0190,-0.8998,0.0016,0.8998,-0.4409,0.0024,0.4409,1.0056
5814,0.495012,0.007862,0.0189,0.0016,0.0189,-0.8996,0.0015,0.8996,-0.4407,0.0015,0.4407,1.0050
6074,0.495189,0.007862,0.0188,0.0012,0.0189,-0.8996,0.0017,0.8996,-0.4418,0.0019,0.4418,1.0062
6334,0.494901,0.007862,0.0190,0.0014,0.0190,-0.8992,0.0013,0.8992,-0.4410,0.0018,0.4410,1.0044
6595,0.494993,0.007862,0.0193,0.0021,0.0194,-0.8992,0.0015,0.8992,-0.4413,0.0023,0.4413,1.0045
6853,0.495132,0.007862,0.0195,0.0017,0.0195,-0.8994,0.0017,0.8994,-0.4418,0.0023,0.4418,1.0063
7116,0.494984,0.007862,0.0195,0.0016,0.0196,-0.8991,0.0013,0.8991,-0.4418,0.0024,0.4418,1.0052
7372,0.494817,0.007862,0.0194,0.0015,0.0194,-0.8992,0.0018,0.8992,-0.4404,0.0022,0.4404,1.0048
7634,0.494959,0.007862,0.0191,0.0013,0.0191,-0.8993,0.0035,0.8994,-0.4412,0.0027,0.4412,1.0079
7900,0.495299,0.007862,0.0194,0.0013,0.0195,-0.9002,0.0028,0.9002,-0.4413,0.0024,0.4413,1.0117
8167,0.494991,0.007862,0.0190,0.0013,0.0190,-0.8994,0.0014,0.8994,-0.4409,0.0025,0.4409,1.0053
8437,0.494875,0.007862,0.0196,0.0020,0.0197,-0.8994,0.0027,0.8994,-0.4405,0.0016,0.4405,1.0071
8704,0.494786,0.007862,0.0185,0.0012,0.0185,-0.8992,0.0030,0.8992,-0.4405,0.0030,0.4405,1.0085
8963,0.495366,0.007862,0.0191,0.0017,0.0191,-0.9002,0.0036,0.9002,-0.4419,0.0028,0.4419,1.0133
9221,0.495069,0.007862,0.0197,0.0019,0.0198,-0.8993,0.0022,0.8993,-0.4417,0.0025,0.4418,1.0063
9493,0.495274,0.007862,0.0188,0.0012,0.0188,-0.8996,0.0019,0.8996,-0.4423,0.0023,0.4423,1.0068
9757,0.494817,0.007862,0.0189,0.0011,0.0189,-0.8990,0.0026,0.8990,-0.4410,0.0025,0.4410,1.0061
10023,0.495283,0.007862,0.0197,0.0018,0.0198,-0.9002,0.0040,0.9002,-0.4411,0.0032,0.4411,1.0091
795,0.494350,0.007862,0.0190,0.0019,0.0191,-0.8981,0.0036,0.8981,-0.4407,0.0026,0.4407,1.0085
1053,0.495491,0.007862,0.0186,0.0013,0.0187,-0.9005,0.0063,0.9005,-0.4419,0.0039,0.4419,1.0148
1313,0.494517,0.007862,0.0176,0.0016,0.0177,-0.8990,0.0047,0.8990,-0.4396,0.0034,0.4396,1.0099
1574,0.494639,0.007862,0.0196,0.0024,0.0198,-0.8989,0.0099,0.8990,-0.4422,0.0070,0.4422,1.0348
1831,0.494248,0.007862,0.0188,0.0027,0.0190,-0.8979,0.0099,0.8980,-0.4411,0.0091,0.4412,1.0208
2091,0.495222,0.007862,0.0191,0.0018,0.0192,-0.8988,0.0021,0.8988,-0.4439,0.0039,0.4440,1.0076
2353,0.495095,0.007862,0.0196,0.0021,0.0197,-0.8980,0.0033,0.8980,-0.4456,0.0040,0.4456,1.0150
2616,0.494581,0.007862,0.0194,0.0020,0.0195,-0.8971,0.0072,0.8971,-0.4450,0.0096,0.4451,1.0175
2873,0.495855,0.007862,0.0199,0.0022,0.0200,-0.9005,0.0046,0.9005,-0.4440,0.0043,0.4440,1.0156
3137,0.494900,0.007862,0.0199,0.0017,0.0200,-0.8987,0.0030,0.8987,-0.4425,0.0042,0.4426,1.0094
3407,0.495331,0.007862,0.0186,0.0030,0.0189,-0.8989,0.0045,0.8989,-0.4441,0.0040,0.4441,1.0086
3678,0.494708,0.007862,0.0193,0.0016,0.0194,-0.8964,0.0049,0.8964,-0.4471,0.0066,0.4471,1.0118
3954,0.493845,0.007862,0.0202,0.0016,0.0203,-0.8945,0.0065,0.8945,-0.4476,0.0081,0.4477,1.0199
4213,0.494244,0.007862,0.0183,0.0025,0.0184,-0.8945,0.0065,0.8945,-0.4499,0.0101,0.4500,1.0241
4474,0.494846,0.007862,0.0184,0.0019,0.0185,-0.8962,0.0023,0.8962,-0.4479,0.0026,0.4479,1.0079
4731,0.494194,0.007862,0.0197,0.0013,0.0197,-0.8941,0.0026,0.8941,-0.4493,0.0027,0.4493,1.0076
4993,0.493234,0.007862,0.0196,0.0031,0.0198,-0.8926,0.0060,0.8926,-0.4478,0.0084,0.4479,1.0123
945,0.494423,0.007862,0.0184,0.0015,0.0185,-0.8919,0.0024,0.8919,-0.4561,0.0022,0.4561,1.0062
1199,0.494037,0.007862,0.0181,0.0011,0.0181,-0.8910,0.0017,0.8910,-0.4560,0.0021,0.4560,1.0064
1463,0.494099,0.007862,0.0183,0.0017,0.0184,-0.8913,0.0018,0.8913,-0.4554,0.0020,0.4554,1.0041
1718,0.493993,0.007862,0.0172,0.0014,0.0172,-0.8911,0.0017,0.8911,-0.4552,0.0017,0.4552,1.0055
1985,0.494508,0.007862,0.0181,0.0015,0.0182,-0.8920,0.0029,0.8920,-0.4563,0.0029,0.4564,1.0062
2250,0.494456,0.007862,0.0176,0.0015,0.0177,-0.8921,0.0023,0.8921,-0.4557,0.0029,0.4557,1.0067
2509,0.494271,0.007862,0.0168,0.0015,0.0169,-0.8915,0.0034,0.8915,-0.4561,0.0019,0.4561,1.0069
2779,0.493606,0.007862,0.0147,0.0034,0.0151,-0.8910,0.0139,0.8911,-0.4555,0.0089,0.4556,1.0350
3051,0.494096,0.007862,0.0218,0.0026,0.0219,-0.8917,0.0088,0.8917,-0.4562,0.0054,0.4562,1.0171
3310,0.494866,0.007862,0.0171,0.0016,0.0172,-0.8928,0.0037,0.8928,-0.4567,0.0041,0.4568,1.0101
3577,0.493396,0.007862,0.0137,0.0021,0.0139,-0.8900,0.0040,0.8900,-0.4543,0.0026,0.4543,1.0060
3839,0.494924,0.007862,0.0180,0.0024,0.0182,-0.8925,0.0027,0.8925,-0.4577,0.0020,0.4577,1.0076
4099,0.494503,0.007862,0.0202,0.0030,0.0204,-0.8918,0.0019,0.8918,-0.4568,0.0029,0.4568,1.0061
4359,0.498866,0.007862,0.0128,0.0101,0.0163,-0.9027,0.0135,0.9028,-0.4574,0.0116,0.4575,1.0573
4627,0.493186,0.007862,0.0261,0.0034,0.0264,-0.9221,0.0087,0.9221,-0.3707,0.0300,0.3719,1.0163
4895,0.502192,0.007862,0.0336,0.0104,0.0352,-0.9624,0.0096,0.9624,-0.3094,0.0591,0.3150,1.0461
